,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
276,Muncar,53,ID,1613426924,88,-8.4333,114.3333,74.78599999999997,1.33
277,Baiyin,0,CN,1613426924,39,36.5583,104.2081,36.266000000000005,3.0
278,Vila Velha,90,BR,1613426855,88,-20.3297,-40.2925,85.26199999999996,4.12
279,Huayucachi,74,PE,1613426924,46,-12.1333,-75.2333,61.17799999999997,2.33
280,Bonnyville,20,CA,1613426924,39,54.2668,-110.735,3.46999999999996,4.12
281,Kunszentmiklós,0,HU,1613426924,86,47.027,19.1258,25.267999999999983,0.51
282,Mocuba,38,MZ,1613426924,76,-16.8392,36.9856,79.358,3.27
283,Wakkanai,100,JP,1613426924,96,45.4094,141.6739,35.582000000000015,12.09
284,Sumbe,24,AO,1613426924,80,-11.2061,13.8437,77.63000000000005,3.02
285,Slave Lake,20,CA,1613426924,55,55.2834,-114.769,-0.12999999999998835,7.2
286,Penzance,75,GB,1613426924,87,50.1186,-5.5371,52.26799999999999,12.35
287,Husavik,20,IS,1613426925,75,66.0449,-17.3389,39.469999999999956,3.09
288,Fereydūnkenār,79,IR,1613426925,90,36.6864,52.5225,48.55999999999998,1.88
289,Beringovskiy,99,RU,1613426925,88,63.05,179.3167,-7.600000000000001,7.55
290,Røros,75,NO,1613426925,85,62.5747,11.3842,8.869999999999958,0.51
291,Pacific Grove,90,US,1613426925,88,36.6177,-121.9166,59.26999999999996,4.63
292,Booué,100,GA,1613426925,89,-0.0921,11.9385,76.02799999999996,1.11
293,Portland,90,US,1613426894,81,45.5234,-122.6762,49.26199999999996,3.09
294,Berdigestyakh,99,RU,1613426925,86,62.0989,126.6992,-21.154000000000003,1.66
295,Arraial do Cabo,75,BR,1613426925,88,-22.9661,-42.0278,75.46999999999997,4.12
296,Wuchang,33,CN,1613426925,88,44.9143,127.15,-17.35599999999998,2.77
297,Sa Kaeo,2,TH,1613426925,81,13.75,102.3333,75.63200000000002,3.33
298,Avera,90,US,1613426925,96,33.194,-82.5271,50.26999999999996,3.09
299,Iskar,75,BG,1613426925,80,43.45,24.2667,30.46999999999996,4.12
300,Sidrolândia,40,BR,1613426925,83,-20.9319,-54.9614,77.26999999999995,5.66
301,Sambava,100,MG,1613426926,91,-14.2667,50.1667,75.72200000000004,2.07
302,Ankazoabo,100,MG,1613426926,93,-22.2833,44.5167,70.808,2.85
303,Burnie,100,AU,1613426926,76,-41.0667,145.9167,60.87200000000004,5.46
304,Laguna,75,US,1613426926,77,38.421,-121.4238,61.26799999999999,4.63
305,Kumul,0,CN,1613426825,82,42.8,93.45,28.99399999999997,1.11
306,Orotukan,70,RU,1613426926,83,62.2667,151.7,-24.66399999999998,0.49
307,Saint George,75,US,1613426926,26,37.1041,-113.5841,58.26199999999996,3.09
308,Maxixe,100,MZ,1613426926,91,-23.8597,35.3472,78.27799999999996,3.09
309,Nelson Bay,40,AU,1613426926,78,-32.7167,152.15,74.26400000000004,5.14
310,Cabinda,65,AO,1613426926,80,-5.55,12.2,80.41999999999996,2.81
311,Tame,100,CO,1613426926,49,6.461,-71.73,86.77400000000002,3.69
312,Zharkent,0,KZ,1613426926,77,44.1628,80.0,35.15,0.93
313,Petropavlovsk-Kamchatskiy,0,RU,1613426926,71,53.0452,158.6483,-0.12999999999998835,5.0
314,Taoudenni,0,ML,1613426926,29,22.6783,-3.9836,67.85600000000002,9.42
315,Talnakh,100,RU,1613426842,78,69.4865,88.3972,-14.386000000000017,2.93
316,Pochutla,1,MX,1613426926,51,15.7432,-96.4661,84.27200000000005,5.14
317,La Ronge,0,CA,1613426805,65,55.1001,-105.2842,-3.7299999999999898,2.06
318,Korla,4,CN,1613426927,78,41.7597,86.1469,33.601999999999975,1.92
319,Port Lincoln,10,AU,1613426927,69,-34.7333,135.8667,69.69200000000001,4.68
320,Nemuro,100,JP,1613426927,90,43.3236,145.575,37.38200000000002,20.5
321,Garmsār,0,IR,1613426927,41,35.2182,52.3409,51.403999999999954,0.82
322,Saint-Ambroise,99,CA,1613426927,68,48.5501,-71.3324,19.66999999999996,1.54
323,Monroe,90,US,1613426652,86,43.1501,-77.6831,28.27400000000001,3.09
324,Bourail,0,NC,1613426927,72,-21.5667,165.4833,81.46400000000003,1.58
325,Tazovsky,100,RU,1613426927,91,67.4667,78.7,-4.359999999999978,8.38
326,Buraidah,0,SA,1613426927,40,26.326,43.975,68.26999999999995,4.63
327,Shīeli,100,KZ,1613426927,77,44.1667,66.75,43.44800000000002,1.01
328,Okhotsk,47,RU,1613426927,81,59.3833,143.3,-3.190000000000019,2.48
329,Damāvand,0,IR,1613426927,30,35.7178,52.065,52.069999999999965,2.06
330,Rawson,0,AR,1613426927,53,-43.3002,-65.1023,60.908,7.53
331,Igarka,100,RU,1613426927,88,67.4667,86.5833,-11.308000000000007,9.2
332,Uchaly,5,RU,1613426927,87,54.2996,59.4521,-12.208000000000006,1.75
333,Srednekolymsk,100,RU,1613426927,88,67.45,153.6833,-17.787999999999997,1.08
334,Huarmey,4,PE,1613426928,66,-10.0681,-78.1522,76.74800000000002,4.53
335,Sinnamary,94,GF,1613426928,78,5.3833,-52.95,77.16199999999995,5.02
336,Ishigaki,40,JP,1613426814,59,24.3448,124.1572,66.46999999999997,5.66
337,Smithers,90,CA,1613426928,86,54.7804,-127.1743,19.66999999999996,1.03
338,Lypova Dolyna,76,UA,1613426928,94,50.5643,33.7979,3.1820000000000164,3.4
339,Redmond,100,US,1613426855,95,47.674,-122.1215,44.27599999999999,4.17
340,Khudumelapye,23,BW,1613426928,26,-23.8833,24.75,74.51600000000002,6.33
341,Laas,0,IT,1613426928,100,46.6166,10.7002,32.26999999999996,2.06
342,Dubti,0,ET,1613426928,32,11.7361,41.0853,77.86400000000003,4.51
343,Tutóia,75,BR,1613426928,79,-2.7619,-42.2744,84.46999999999997,4.63
344,Chui,99,UY,1613426928,85,-33.6971,-53.4616,72.17599999999999,3.33
345,Dongsheng,2,CN,1613426928,78,39.8161,109.9776,16.73599999999997,5.19
346,Aykhal,0,RU,1613426928,82,66.0,111.5,-29.63200000000002,1.77
347,Amapá,76,BR,1613426928,83,1.0,-52.0,75.01999999999995,1.89
348,Los Llanos de Aridane,0,ES,1613426929,55,28.6585,-17.9182,66.46999999999997,1.54
349,Nador,20,MA,1613426929,77,35.174,-2.9287,59.26999999999996,3.6
350,Gizo Government Station,33,SB,1613426929,74,-8.103,156.8419,83.87599999999999,2.74
351,Praia da Vitória,20,PT,1613426929,67,38.7333,-27.0667,59.26999999999996,5.85
352,Puerto Gaitán,60,CO,1613426929,34,4.3133,-72.0816,95.558,6.58
353,Beaverlodge,90,CA,1613426929,78,55.2166,-119.4361,1.669999999999959,2.06
354,Okha,100,RU,1613426929,96,53.5739,142.9478,11.156000000000027,7.37
355,Kharan,0,PK,1613426929,27,28.5833,65.4167,59.70199999999998,3.4
356,Makakilo City,90,US,1613426929,69,21.3469,-158.0858,79.06999999999996,2.57
357,Lázaro Cárdenas,0,MX,1613426711,57,17.9583,-102.2,77.26999999999995,4.83
358,Razumnoye,75,RU,1613426929,85,50.5344,36.6846,10.669999999999959,2.0
359,Pangkalanbuun,96,ID,1613426929,95,-2.6833,111.6167,72.23000000000005,1.13
360,Lüderitz,0,NA,1613426929,53,-26.6481,15.1594,67.15399999999995,11.05
361,Rio Grande,100,BR,1613426798,76,-32.035,-52.0986,78.27799999999996,2.87
362,Severo-Kuril'sk,3,RU,1613426815,89,50.6789,156.125,22.31600000000001,2.14
363,Vila Franca do Campo,20,PT,1613426929,76,37.7167,-25.4333,55.66999999999996,7.72
364,Margate,99,GB,1613426929,85,51.3813,1.3862,48.272000000000034,2.68
365,Alekseyevsk,0,RU,1613426930,81,57.8406,108.3492,-28.983999999999995,0.67
366,Zhangjiakou,12,CN,1613426930,71,40.81,114.8794,11.677999999999962,8.18
367,Labuhan,99,ID,1613426930,87,-6.8844,112.2051,78.18800000000005,2.59
368,Sept-Îles,75,CA,1613426930,49,50.2001,-66.3821,18.266000000000005,4.12
369,Yining,100,CN,1613426930,89,29.0361,114.5636,52.30399999999995,1.18
370,Letlhakane,69,BW,1613426930,71,-21.4167,25.5833,75.21799999999999,2.17
371,Klyuchi,86,RU,1613426930,95,52.2667,79.1667,23.917999999999985,4.92
372,Juegang,100,CN,1613426821,67,32.3174,121.1855,40.26199999999996,2.89
373,Oranjestad,20,AW,1613426825,74,12.524,-70.027,80.86999999999996,11.32
374,Avallon,98,FR,1613426930,83,47.4833,3.9,42.61999999999996,2.66
375,Cherskiy,100,RU,1613426930,90,68.75,161.3,-11.704,1.74
376,Mitsamiouli,100,KM,1613426930,80,-11.3847,43.2844,82.16600000000001,5.33
377,Tura,0,IN,1613426931,33,25.5198,90.2201,59.684,1.01
378,Fort Nelson,75,CA,1613426931,71,58.8053,-122.7002,1.669999999999959,1.03
379,Rafrāf,40,TN,1613426931,61,37.1904,10.1837,44.86999999999996,2.06
380,Olafsvik,81,IS,1613426820,85,64.8945,-23.7142,42.11600000000001,8.69
381,Sangar,99,RU,1613426931,88,63.9242,127.4739,-17.950000000000003,1.91
382,Porto-Novo,40,BJ,1613426931,79,6.4965,2.6036,86.26999999999995,5.66
383,Yanam,3,IN,1613426931,92,16.7333,82.2167,65.31799999999998,0.49
384,Dajal,0,PK,1613426642,37,29.5577,70.3762,57.811999999999955,2.01
385,Quechultenango,0,MX,1613426931,23,17.4167,-99.2167,81.30199999999998,3.67
386,Tūkrah,70,LY,1613426931,75,32.5341,20.5791,46.54399999999997,4.24
387,Zhangaözen,100,KZ,1613426931,74,43.3,52.8,44.38399999999999,4.06
388,Esim,44,GH,1613426931,85,4.8699,-2.2405,80.97799999999997,3.64
389,Guerrero Negro,21,MX,1613426931,57,27.9769,-114.0611,64.32799999999997,6.4
390,Arlit,0,NE,1613426931,16,18.7369,7.3853,74.84000000000003,5.97
391,Solnechnyy,100,RU,1613426931,90,50.7214,136.6319,1.0580000000000034,8.0
392,Totness,100,SR,1613426931,77,5.8833,-56.3167,78.40399999999995,5.82
393,Tateyama,0,JP,1613426932,47,34.9833,139.8667,52.26799999999999,5.36
394,Verāval,0,IN,1613426932,82,20.9,70.3667,67.51400000000004,4.09
395,Xichang,56,CN,1613426847,71,27.8964,102.2634,45.64399999999997,0.92
396,Dunedin,88,NZ,1613426932,68,-45.8742,170.5036,53.27599999999999,3.13
397,Anloga,20,GH,1613426932,84,5.7947,0.8973,84.46999999999997,4.63
398,Meadow Lake,75,US,1613426932,63,34.8014,-106.5436,29.26400000000003,3.6
399,Marsá Maţrūḩ,75,EG,1613426932,58,31.3525,27.2453,55.66999999999996,9.26
400,Rakiv Lis,88,UA,1613426932,96,51.6217,24.9243,10.975999999999988,0.75
401,San Quintín,43,MX,1613426932,66,30.4833,-115.95,61.538000000000046,7.64
402,Airai,80,TL,1613426932,100,-8.9266,125.4092,59.80999999999998,1.03
403,Merauke,100,ID,1613426932,89,-8.4667,140.3333,77.52200000000005,3.27
404,Puerto Peñasco,72,MX,1613426932,80,31.3167,-113.5333,62.27599999999999,4.47
405,Byron Bay,75,AU,1613426422,78,-28.65,153.6167,73.66999999999996,4.63
406,Pallasovka,36,RU,1613426771,91,50.05,46.8833,0.8240000000000123,2.72
407,Ambāgarh Chauki,0,IN,1613426932,39,20.7833,80.7167,66.63200000000002,1.95
408,Rockland,100,US,1613426932,91,41.1668,-74.0496,32.26999999999996,1.83
409,North Bend,90,US,1613426729,82,43.4065,-124.2243,52.069999999999965,7.2
410,Pokrovskoye,0,RU,1613426933,81,47.4157,38.8971,24.40399999999995,2.9
411,Lompoc,75,US,1613426933,77,34.6391,-120.4579,59.26999999999996,6.69
412,Pando,40,UY,1613426933,73,-34.7167,-55.95,73.66999999999996,4.12
413,Belle Fourche,40,US,1613426933,66,44.6714,-103.8522,7.267999999999983,2.06
414,Nome,1,US,1613426813,57,64.5011,-165.4064,12.46999999999996,1.54
415,El Salvador,0,SV,1613426933,48,13.8333,-88.9167,89.86999999999996,5.14
416,Esmeraldas,75,BR,1613426933,69,-19.7625,-44.3139,80.86999999999996,2.57
417,Xinxiang,14,CN,1613426933,53,35.3089,113.8672,41.18000000000004,2.61
418,Abu Dhabi,0,AE,1613426878,94,24.4667,54.3667,64.66999999999996,0.51
419,Tabou,100,CI,1613426933,89,4.423,-7.3528,79.57400000000001,2.69
420,Diego de Almagro,0,CL,1613426933,27,-26.3667,-70.05,76.06400000000004,4.52
421,Kavaratti,39,IN,1613426933,60,10.5669,72.642,80.74399999999997,2.53
422,Havre-St-Pierre,40,CA,1613426933,57,50.2334,-63.5986,14.269999999999957,5.66
423,Baykit,100,RU,1613426933,84,61.67,96.37,-15.591999999999999,1.99
424,Soyo,89,AO,1613426933,79,-6.1349,12.3689,80.79800000000003,3.28
425,Talcahuano,0,CL,1613426934,72,-36.7167,-73.1167,64.66999999999996,5.14
426,Krasnosel'kup,100,RU,1613426934,92,65.7,82.4667,-1.1379999999999981,5.71
427,Esperance,0,AU,1613426934,63,-33.8667,121.9,64.66999999999996,6.69
428,Mariental,0,NA,1613426934,23,-24.6333,17.9667,72.95,4.0
429,Nocupétaro,0,MX,1613426934,13,19.05,-101.15,87.38599999999997,3.1
430,Poum,0,NC,1613426934,73,-20.2333,164.0167,81.12200000000004,1.65
431,Piaçabuçu,96,BR,1613426934,79,-10.4056,-36.4344,79.34000000000003,4.46
432,East Patchogue,90,US,1613426934,93,40.767,-72.9962,34.26799999999999,3.6
433,Songkhla,20,TH,1613426934,100,6.8333,100.6667,71.86999999999996,1.54
434,Loreto,0,MX,1613426934,19,22.2667,-101.9667,72.17599999999999,10.07
435,Lenoir,90,US,1613426642,100,35.2335,-77.6497,46.274000000000015,3.09
436,Verkhnevilyuysk,100,RU,1613426934,88,63.4453,120.3167,-16.67199999999999,2.1
437,Nurobod,0,UZ,1613426934,31,40.9056,69.8023,48.469999999999956,4.12
438,Neepawa,1,CA,1613426676,59,50.2289,-99.4664,-3.7299999999999898,1.54
439,Vagay,95,RU,1613426934,92,57.9375,69.0217,-2.109999999999978,2.46
440,Beloha,100,MG,1613426935,83,-25.1667,45.05,75.10999999999999,2.48
441,Nizhniy Kuranakh,100,RU,1613426935,86,58.8353,125.4869,-17.42800000000002,1.5
442,Preobrazheniye,100,RU,1613426935,83,42.9019,133.9064,8.366000000000007,7.34
443,Northam,100,GB,1613426935,85,51.0333,-4.2167,52.26799999999999,7.6
444,Lacey,90,US,1613426935,100,47.0343,-122.8232,44.27599999999999,4.63
445,Seddon,0,AU,1613426935,49,-37.8068,144.8916,72.26600000000002,9.26
446,Atambua,89,ID,1613426935,90,-9.1061,124.8925,73.58000000000004,0.26
447,Praia,0,CV,1613426935,68,14.9215,-23.5087,71.86999999999996,6.17
448,Morehead,90,US,1613426935,79,37.2711,-87.1764,22.261999999999954,1.54
449,Choma,100,ZM,1613426935,92,-16.8065,26.9531,65.40800000000002,3.28
450,Bariloche,14,AR,1613426935,28,-41.1456,-71.3082,73.49000000000002,4.12
451,Launceston,90,AU,1613426390,82,-41.45,147.1667,64.27400000000002,3.6
452,Terråk,48,NO,1613426935,68,65.087,12.3715,26.86999999999996,2.57
453,Batagay,0,RU,1613426936,83,67.6333,134.6333,-27.759999999999984,1.33
454,Caravelas,70,BR,1613426936,77,-17.7125,-39.2481,77.82799999999997,4.26
455,Hazorasp,0,UZ,1613426936,81,41.3194,61.0742,39.469999999999956,4.12
456,Turaif,0,SA,1613426936,62,31.6725,38.6637,53.86999999999996,2.57
457,Elizabeth City,90,US,1613426936,93,36.2946,-76.2511,46.66999999999996,1.84
458,Camacha,20,PT,1613426936,88,33.0833,-16.3333,62.86999999999996,3.6
459,La Palma,75,US,1613426936,59,33.8464,-118.0467,63.266000000000005,4.12
460,Maceió,40,BR,1613426910,89,-9.6658,-35.7353,79.06999999999996,3.09
461,Pakenham,85,AU,1613426872,73,-38.0667,145.4833,67.26199999999996,1.34
462,Novo Aripuanã,99,BR,1613426936,89,-5.1206,-60.3797,79.03399999999999,0.67
463,Iqaluit,75,CA,1613426936,71,63.7506,-68.5145,-3.7299999999999898,9.77
464,Neustadt an der Waldnaab,90,DE,1613426936,93,49.7117,12.0872,27.26600000000001,1.54
465,Tamandaré,66,BR,1613426936,81,-8.7597,-35.1047,80.02400000000002,3.54
466,Atyrá,40,PY,1613426936,48,-25.25,-57.1667,89.86999999999996,3.6
467,Don Luan,0,VN,1613426936,93,11.5333,106.9167,63.76999999999996,0.92
468,Kismayo,0,SO,1613426937,85,-0.3582,42.5454,76.94600000000005,8.21
469,Ubari,0,LY,1613426937,56,26.5921,12.7805,46.832000000000015,6.86
470,Boddam,90,GB,1613426937,100,57.4667,-1.7833,43.06999999999996,2.57
471,Mehamn,20,NO,1613426937,86,71.0357,27.8492,19.66999999999996,4.12
472,Port Macquarie,38,AU,1613426937,99,-31.4333,152.9167,72.26600000000002,0.89
473,Kyabram,44,AU,1613426907,56,-36.3167,145.05,71.27599999999998,0.45
474,Salinópolis,100,BR,1613426937,86,-0.6136,-47.3561,78.74600000000005,6.09
475,Tautira,75,PF,1613426937,62,-17.7333,-149.15,86.26999999999995,6.69
476,Awjilah,100,LY,1613426937,64,29.1081,21.2869,50.12599999999999,7.79
477,Kamloops,90,CA,1613426920,80,50.6665,-120.3192,28.66999999999996,3.09
478,Sioux Lookout,1,CA,1613426937,46,50.1001,-91.917,-0.12999999999998835,3.6
479,Mt. Pleasant,90,US,1613426937,100,32.7941,-79.8626,53.27599999999999,5.15
480,Delta del Tigre,75,UY,1613426937,78,-34.7633,-56.3853,74.26400000000004,2.06
481,Dhārchula,1,IN,1613426937,51,29.85,80.5333,47.408,3.42
482,Maniitsoq,51,GL,1613426819,84,65.4167,-52.9,4.909999999999979,4.66
483,Mittagong,96,AU,1613426937,92,-34.45,150.45,72.26600000000002,1.79
484,Tuatapere,95,NZ,1613426938,66,-46.1333,167.6833,55.274000000000015,2.24
485,Kirksville,90,US,1613426938,78,40.1948,-92.5833,-1.7320000000000206,6.17
486,Dunda,100,TZ,1613426938,89,-8.1167,34.25,66.95600000000003,0.94
487,Tingo María,79,PE,1613426938,78,-9.2895,-76.0088,79.98800000000006,0.91
488,Kailua,40,US,1613426938,69,21.4022,-157.7394,79.06999999999996,5.66
489,Poplar Bluff,90,US,1613426938,78,36.757,-90.3929,12.272000000000038,6.69
490,Verkhnetulomskiy,40,RU,1613426938,78,68.6073,31.7962,-1.9299999999999926,1.0
491,Hope,100,US,1613426938,63,33.6671,-93.5916,21.272000000000034,3.13
492,Warrnambool,64,AU,1613426938,87,-38.3833,142.4833,64.27400000000002,3.13
493,Swan River,0,CA,1613426938,42,52.1058,-101.2676,-0.12999999999998835,3.09
494,Djibouti,20,DJ,1613426938,78,11.5,42.5,73.66999999999996,5.03
495,Zaozyornoye,1,UA,1613426938,50,45.1582,33.2787,25.267999999999983,3.7
496,Teguise,0,ES,1613426938,26,29.0605,-13.564,71.86999999999996,3.09
497,Abilene,1,US,1613426938,57,32.4487,-99.7331,13.261999999999954,6.69
498,Marietta,90,US,1613426714,100,33.9526,-84.5499,46.66999999999996,5.66
499,Dalbandin,0,PK,1613426938,31,28.8947,64.4101,56.01199999999996,2.58
500,Bambanglipuro,79,ID,1613426938,87,-7.95,110.2833,76.80199999999998,1.5
501,Linxi,0,CN,1613426939,77,39.7,118.4333,20.174000000000014,1.48
502,Novochernorechenskiy,100,RU,1613426939,97,56.2669,91.0828,20.641999999999996,2.08
503,Marshfield,1,US,1613426939,42,44.6689,-90.1718,6.277999999999963,4.12
504,Aswān,4,EG,1613426939,28,24.0934,32.907,64.54399999999998,5.07
505,Peniche,100,PT,1613426939,81,39.3558,-9.3811,58.26199999999996,7.08
506,Xiaoshi,0,CN,1613426939,85,41.2971,124.1209,-0.12999999999998835,1.0
507,Ürümqi,90,CN,1613426888,92,43.801,87.6005,16.069999999999958,2.0
508,Yurino,0,RU,1613426939,84,56.2942,46.3039,-3.7299999999999898,4.0
509,Chuncheng,0,CN,1613426939,80,22.1731,111.7886,61.71799999999999,0.34
510,Mayo,90,US,1613426939,81,38.8876,-76.5119,37.66999999999996,3.6
511,Yulara,0,AU,1613426939,33,-25.2406,130.9889,75.46999999999997,4.12
512,Krabi,20,TH,1613426836,94,8.0726,98.9105,71.86999999999996,2.06
513,Hanzhong,100,CN,1613426939,58,33.0728,107.0303,43.73599999999997,0.37
514,Obo,78,CF,1613426939,24,5.3998,26.4869,73.90399999999995,1.09
515,Malé,20,MV,1613426939,74,4.1748,73.5089,82.66999999999996,4.63
516,Tromsø,40,NO,1613426939,93,69.6496,18.957,26.86999999999996,1.54
517,Viedma,29,AR,1613426762,51,-40.8135,-62.9967,65.26400000000004,4.98
518,Kaeo,87,NZ,1613426940,84,-35.1,173.7833,75.27200000000005,4.02
519,Jodhpur,0,IN,1613426940,50,26.2867,73.03,61.069999999999965,3.05
520,Lagoa,0,PT,1613426940,66,39.05,-27.9833,56.13800000000005,8.58
521,Sabirabad,90,AZ,1613426940,100,40.0095,48.4752,43.06999999999996,5.14
522,Victor Harbor,24,AU,1613426940,69,-35.5667,138.6167,75.27200000000005,1.74
523,Nūzvīd,0,IN,1613426940,91,16.7833,80.85,64.83200000000002,2.17
524,Vanimo,100,PG,1613426940,86,-2.6741,141.3028,77.39600000000004,3.04
525,Boralday,20,KZ,1613426940,86,43.3578,76.8594,28.66999999999996,2.0
526,Qandala,0,SO,1613426940,57,11.472,49.8728,73.83200000000002,1.56
527,Ulladulla,90,AU,1613426940,100,-35.35,150.4667,68.26999999999995,4.63
528,Palekastro,93,GR,1613426940,64,35.2,26.25,47.26400000000003,14.93
529,Visnes,90,NO,1613426940,75,59.3556,5.2242,36.266000000000005,5.66
530,Kabwe,100,ZM,1613426940,84,-14.4469,28.4464,64.63399999999999,2.48
531,Zaraza,100,VE,1613426941,63,9.3503,-65.3245,81.40999999999998,4.53
532,Abū Zabad,24,SD,1613426941,19,12.35,29.25,73.85,5.35
533,Seoul,0,KR,1613426419,73,37.5683,126.9778,19.66999999999996,1.54
534,Motala,90,SE,1613426941,73,58.5371,15.0365,21.469999999999956,2.06
535,Sijunjung,60,ID,1613426941,91,-0.6876,100.9537,72.96799999999999,0.36
536,Ōfunato,69,JP,1613426941,83,39.0717,141.7167,34.66400000000003,15.15
537,Plover,1,US,1613426668,43,44.4564,-89.544,5.269999999999957,5.66
538,Frederick,90,US,1613426941,100,39.4668,-77.3997,34.06999999999996,2.57
539,Bowen,75,AU,1613426941,94,-20.0167,148.2333,75.46999999999997,1.54
540,Paris,100,FR,1613426690,3,48.8534,2.3488,47.26400000000003,3.09
541,Yumen,95,CN,1613426941,79,40.2833,97.2,30.97400000000001,3.84
542,Ryōtsu-minato,75,JP,1613426941,60,38.0833,138.4333,39.469999999999956,18.52
543,Hanoi,75,VN,1613426650,83,21.0245,105.8412,68.26999999999995,2.06
544,Huilong,98,CN,1613426941,64,31.8111,121.655,46.274000000000015,1.2
545,Bone,100,DE,1613426942,95,51.9669,12.1396,32.26999999999996,1.34
546,Ulaangom,78,MN,1613426942,89,49.9811,92.0667,-9.328000000000017,0.67
547,Honningsvåg,75,NO,1613426942,86,70.9821,25.9704,25.069999999999958,1.54
548,Payakumbuh,52,ID,1613426942,91,-0.2202,100.6308,69.90800000000002,0.59
549,Aranos,3,NA,1613426942,26,-24.1333,19.1167,71.22200000000004,4.25
550,Maţāy,0,EG,1613426942,42,28.419,30.7792,54.53599999999997,2.01
551,Mahibadhoo,0,MV,1613426942,70,3.7833,72.9667,81.31999999999996,3.61
